moisture_pct,lux,temperature,humidity_pct,pH,label,label_name
66.1,4462,25.0,79.2,6.11,0,Healthy
65.9,3595,21.2,73.0,6.47,0,Healthy
46.9,2890,21.8,68.3,5.19,5,Nutrient_Deficiency
87.5,1259,19.7,88.7,6.78,2,Root_Rot_Risk
11.6,4759,29.0,53.1,6.51,1,Water_Stress
66.3,4946,23.1,72.3,6.56,0,Healthy
69.1,3924,20.8,67.9,6.49,0,Healthy
12.9,2841,28.8,54.0,6.01,1,Water_Stress
63.0,913,23.9,64.7,5.84,6,Light_Deficiency
31.6,5172,33.5,32.0,6.12,1,Water_Stress
94.0,1317,19.5,91.9,6.03,2,Root_Rot_Risk
63.9,4181,21.3,79.0,6.2,0,Healthy
62.2,913,23.4,92.3,6.46,4,Fungal_Risk
57.4,688,19.4,63.3,6.34,6,Light_Deficiency
65.2,3587,18.6,71.2,6.36,0,Healthy
52.4,499,23.5,60.3,6.0,6,Light_Deficiency
25.8,2901,20.1,24.9,6.18,1,Water_Stress
63.8,1229,24.0,91.4,6.54,4,Fungal_Risk
86.8,1265,25.5,79.4,5.63,2,Root_Rot_Risk
48.7,2217,24.2,63.9,4.97,5,Nutrient_Deficiency
61.0,962,19.8,93.0,6.47,4,Fungal_Risk
19.6,4664,24.2,55.2,6.68,1,Water_Stress
64.5,4699,22.5,68.1,6.39,0,Healthy
25.4,5146,26.9,31.4,6.67,1,Water_Stress
14.1,6157,19.8,28.2,6.65,1,Water_Stress
17.9,4510,28.2,47.0,6.52,1,Water_Stress
67.7,1464,23.1,92.3,6.77,4,Fungal_Risk
69.8,3159,18.9,72.0,6.43,0,Healthy
94.7,673,25.9,87.8,5.64,2,Root_Rot_Risk
69.5,3829,25.3,60.6,6.56,0,Healthy
69.9,982,20.9,72.4,6.18,6,Light_Deficiency
74.4,347,24.9,98.0,6.36,4,Fungal_Risk
23.8,2229,33.3,38.5,6.69,1,Water_Stress
67.4,502,24.0,93.1,6.41,4,Fungal_Risk
60.2,3327,25.8,73.6,6.43,0,Healthy
61.5,3307,22.5,63.6,6.75,0,Healthy
63.5,408,19.7,91.1,5.82,4,Fungal_Risk
33.2,4160,18.0,50.0,5.77,1,Water_Stress
67.4,4839,19.5,74.2,6.77,0,Healthy
45.1,1651,25.8,57.0,4.82,5,Nutrient_Deficiency
67.9,3471,22.6,76.1,6.36,0,Healthy
61.9,178,21.0,66.7,6.6,6,Light_Deficiency
42.0,6282,39.8,27.4,6.68,3,Heat_Stress
59.6,671,24.6,57.7,6.66,6,Light_Deficiency
76.4,1016,21.6,90.8,6.43,4,Fungal_Risk
90.5,2004,19.1,88.5,6.48,2,Root_Rot_Risk
37.4,5210,41.9,25.1,6.37,3,Heat_Stress
50.2,3287,22.1,52.9,4.93,5,Nutrient_Deficiency
62.7,921,20.4,96.3,5.79,4,Fungal_Risk
65.2,4719,19.5,67.3,6.05,0,Healthy
21.7,2637,18.0,45.5,5.92,1,Water_Stress
62.4,3793,26.5,80.0,6.8,0,Healthy
67.2,584,20.9,92.5,6.7,4,Fungal_Risk
11.1,5710,24.3,34.1,6.51,1,Water_Stress
67.3,3075,20.0,75.9,6.63,0,Healthy
14.0,2869,27.6,39.2,6.2,1,Water_Stress
55.0,566,19.2,72.2,6.65,6,Light_Deficiency
26.1,3817,29.8,28.8,6.38,1,Water_Stress
66.8,3517,22.1,73.3,4.54,5,Nutrient_Deficiency
69.2,3855,19.1,67.3,6.16,0,Healthy
14.6,3348,26.3,42.9,6.68,1,Water_Stress
62.1,4616,23.4,66.8,6.12,0,Healthy
55.4,859,22.8,72.3,6.36,6,Light_Deficiency
39.2,2785,25.5,50.5,4.62,5,Nutrient_Deficiency
61.4,3686,23.0,71.6,6.41,0,Healthy
77.4,552,23.2,86.2,6.15,4,Fungal_Risk
47.9,1992,19.3,68.8,4.51,5,Nutrient_Deficiency
66.9,3238,26.7,77.7,6.07,0,Healthy
59.9,439,23.8,68.5,6.04,6,Light_Deficiency
66.0,4033,21.5,64.6,6.03,0,Healthy
49.2,945,21.5,67.9,5.95,6,Light_Deficiency
34.9,5581,23.0,54.2,6.0,1,Water_Stress
63.5,3684,20.0,66.9,4.93,5,Nutrient_Deficiency
66.8,644,15.4,71.0,6.55,6,Light_Deficiency
13.3,5273,24.1,47.2,6.62,1,Water_Stress
91.3,1196,23.3,84.0,6.21,2,Root_Rot_Risk
33.7,3544,41.5,21.1,6.49,3,Heat_Stress
19.1,2776,28.5,50.5,5.86,1,Water_Stress
41.1,1561,18.4,54.6,4.91,5,Nutrient_Deficiency
84.9,1118,21.6,92.3,6.32,2,Root_Rot_Risk
68.8,3993,26.4,55.2,5.23,5,Nutrient_Deficiency
48.6,6594,35.9,24.4,6.08,3,Heat_Stress
14.4,2050,27.3,49.9,6.29,1,Water_Stress
11.8,4285,28.3,45.7,5.83,1,Water_Stress
70.0,471,21.8,96.7,6.81,4,Fungal_Risk
66.0,127,16.9,72.8,5.94,6,Light_Deficiency
79.5,1064,18.2,96.1,6.02,4,Fungal_Risk
69.7,507,18.2,98.7,5.99,4,Fungal_Risk
66.3,3276,22.1,72.8,6.52,0,Healthy
9.6,4164,32.5,45.5,5.77,1,Water_Stress
66.6,3140,21.9,58.1,4.8,5,Nutrient_Deficiency
72.9,1083,23.9,95.9,6.74,4,Fungal_Risk
98.7,1183,22.8,92.8,6.98,2,Root_Rot_Risk
52.8,396,21.0,69.0,6.75,6,Light_Deficiency
69.0,399,24.2,86.6,6.32,4,Fungal_Risk
94.3,586,25.9,85.2,5.79,2,Root_Rot_Risk
66.0,1275,21.7,87.4,6.7,4,Fungal_Risk
61.6,880,17.8,63.3,5.89,6,Light_Deficiency
65.4,1368,24.6,89.6,6.56,4,Fungal_Risk
61.3,1107,19.8,97.4,6.36,4,Fungal_Risk
68.1,4347,17.9,77.0,6.04,0,Healthy
74.6,290,24.7,95.0,5.97,4,Fungal_Risk
54.2,2706,23.9,55.3,5.28,5,Nutrient_Deficiency
60.5,4106,19.1,65.0,6.18,0,Healthy
17.1,2908,28.6,31.5,6.05,1,Water_Stress
69.1,4335,20.9,75.9,6.61,0,Healthy
29.9,5286,38.4,39.4,6.61,3,Heat_Stress
96.7,1746,22.4,85.7,6.06,2,Root_Rot_Risk
64.9,2172,23.7,54.2,4.93,5,Nutrient_Deficiency
76.6,706,23.2,93.1,6.08,4,Fungal_Risk
62.4,2409,19.6,71.4,4.93,5,Nutrient_Deficiency
65.5,3362,20.9,64.6,6.72,0,Healthy
63.3,437,17.2,63.1,6.38,6,Light_Deficiency
65.8,4322,22.8,72.4,6.75,0,Healthy
61.7,226,22.3,56.6,6.12,6,Light_Deficiency
30.7,2303,31.8,20.7,6.49,3,Heat_Stress
59.8,883,19.6,74.7,5.93,6,Light_Deficiency
92.7,1219,25.9,88.6,6.33,2,Root_Rot_Risk
60.9,897,16.9,70.0,5.95,6,Light_Deficiency
34.1,4333,40.0,30.4,6.43,3,Heat_Stress
41.6,5277,35.4,24.4,6.34,3,Heat_Stress
61.9,457,20.7,99.8,5.79,4,Fungal_Risk
36.5,5297,32.2,23.6,6.08,3,Heat_Stress
62.4,4202,21.4,67.7,6.56,0,Healthy
25.5,4225,24.5,36.1,5.85,1,Water_Stress
8.7,3618,24.5,51.5,6.0,1,Water_Stress
64.5,1453,19.4,98.3,6.09,4,Fungal_Risk
91.9,1159,19.1,84.5,6.11,2,Root_Rot_Risk
64.9,4326,19.7,63.5,6.19,0,Healthy
66.8,4800,21.8,65.1,5.99,0,Healthy
68.4,5018,21.7,62.1,6.51,0,Healthy
66.9,501,20.8,86.2,6.71,4,Fungal_Risk
17.7,5416,27.3,38.6,6.3,1,Water_Stress
64.5,5001,18.3,65.1,6.48,0,Healthy
29.1,3714,34.5,43.5,5.9,1,Water_Stress
55.4,896,15.4,69.4,6.4,6,Light_Deficiency
88.9,1855,23.8,85.6,6.96,2,Root_Rot_Risk
51.4,5056,34.3,27.3,5.79,3,Heat_Stress
50.5,2412,34.6,34.2,6.53,3,Heat_Stress
55.5,1739,18.3,51.4,5.32,5,Nutrient_Deficiency
44.4,4858,40.8,31.9,6.74,3,Heat_Stress
88.8,1015,20.7,94.4,6.02,2,Root_Rot_Risk
26.7,1869,25.7,50.0,6.74,1,Water_Stress
74.1,600,25.1,98.8,6.42,4,Fungal_Risk
33.8,4882,34.5,30.5,6.21,3,Heat_Stress
66.2,5042,23.3,72.6,6.48,0,Healthy
25.9,4762,28.2,37.6,6.06,1,Water_Stress
64.7,1369,20.0,88.8,6.48,4,Fungal_Risk
62.9,3526,23.0,55.8,4.65,5,Nutrient_Deficiency
49.2,4203,40.8,29.0,6.37,3,Heat_Stress
64.8,4768,23.1,78.4,6.18,0,Healthy
68.6,3398,20.2,69.0,6.43,0,Healthy
62.7,4911,22.3,80.1,6.07,0,Healthy
69.8,4578,25.8,61.9,6.04,0,Healthy
60.1,272,20.0,91.9,5.97,4,Fungal_Risk
55.5,3437,23.7,60.8,4.7,5,Nutrient_Deficiency
60.6,3099,19.0,61.8,6.39,0,Healthy
18.1,2363,19.4,26.2,6.07,1,Water_Stress
67.9,3853,21.6,71.3,6.21,0,Healthy
66.7,4209,18.8,70.6,6.12,0,Healthy
65.6,3147,25.6,63.9,6.14,0,Healthy
94.3,1390,21.8,83.1,6.8,2,Root_Rot_Risk
54.8,846,16.0,65.8,6.12,6,Light_Deficiency
60.6,4602,22.6,68.2,6.33,0,Healthy
50.0,673,25.6,55.2,6.26,6,Light_Deficiency
28.5,5825,22.1,28.4,6.53,1,Water_Stress
36.7,6175,39.3,30.0,6.78,3,Heat_Stress
63.3,413,18.5,99.6,6.22,4,Fungal_Risk
33.5,2524,35.3,28.4,6.31,3,Heat_Stress
48.0,2528,22.0,52.7,5.01,5,Nutrient_Deficiency
62.0,697,21.5,89.9,6.61,4,Fungal_Risk
30.6,4855,24.3,36.0,5.91,1,Water_Stress
52.0,3397,17.8,69.2,5.19,5,Nutrient_Deficiency
65.8,825,20.0,89.4,6.16,4,Fungal_Risk
68.7,2481,22.3,60.6,4.71,5,Nutrient_Deficiency
93.2,1511,19.6,81.0,6.32,2,Root_Rot_Risk
57.9,752,17.0,61.3,5.99,6,Light_Deficiency
77.8,1265,22.4,86.7,6.4,4,Fungal_Risk
61.4,4189,25.8,66.7,6.15,0,Healthy
80.6,984,21.9,99.0,6.1,4,Fungal_Risk
54.7,6644,35.8,26.7,6.54,3,Heat_Stress
88.9,716,23.3,84.9,5.67,2,Root_Rot_Risk
46.6,3517,21.1,64.3,4.52,5,Nutrient_Deficiency
67.1,3849,22.1,61.1,6.8,0,Healthy
53.4,913,18.0,67.1,6.53,6,Light_Deficiency
68.8,3975,20.0,64.7,6.11,0,Healthy
97.7,869,19.9,94.7,6.75,2,Root_Rot_Risk
26.5,3514,34.8,30.5,6.15,1,Water_Stress
11.3,3867,34.1,51.3,6.28,1,Water_Stress
10.2,3841,33.9,33.1,6.4,1,Water_Stress
69.6,3152,19.7,74.6,6.41,0,Healthy
30.4,3566,32.8,23.5,6.79,3,Heat_Stress
24.5,2284,30.0,48.8,6.25,1,Water_Stress
62.9,3396,24.4,71.4,6.58,0,Healthy
67.3,3506,21.2,74.9,6.68,0,Healthy
48.2,4694,36.4,37.1,6.31,3,Heat_Stress
42.1,2224,23.8,74.6,4.96,5,Nutrient_Deficiency
63.9,4468,20.6,60.8,6.62,0,Healthy
68.7,533,20.3,60.9,6.48,6,Light_Deficiency
31.7,5377,25.7,29.3,6.09,1,Water_Stress
45.9,2411,39.6,37.1,6.05,3,Heat_Stress
63.2,4542,26.3,68.1,6.75,0,Healthy
71.0,2140,21.3,63.8,5.06,5,Nutrient_Deficiency
64.0,3038,18.8,67.6,6.23,0,Healthy
52.2,107,18.1,70.3,6.76,6,Light_Deficiency
54.5,400,22.1,65.4,6.51,6,Light_Deficiency
34.9,3147,34.0,31.6,6.19,3,Heat_Stress
12.0,2641,24.4,35.5,6.09,1,Water_Stress
56.4,2454,22.1,58.1,4.71,5,Nutrient_Deficiency
49.2,253,16.2,61.6,6.58,6,Light_Deficiency
25.4,2109,27.3,38.3,6.4,1,Water_Stress
49.8,823,24.5,57.1,6.15,6,Light_Deficiency
64.3,4274,18.8,73.7,6.23,0,Healthy
90.5,776,24.0,94.6,5.66,2,Root_Rot_Risk
47.2,6836,37.5,33.3,6.55,3,Heat_Stress
25.0,4360,32.5,34.1,6.17,1,Water_Stress
74.4,928,18.4,95.6,6.17,4,Fungal_Risk
28.2,5383,23.7,43.8,6.61,1,Water_Stress
68.0,4160,22.9,69.8,6.62,0,Healthy
14.5,2524,28.7,25.1,5.99,1,Water_Stress
27.0,5297,31.8,35.2,6.15,1,Water_Stress
49.5,2907,26.0,54.4,5.29,5,Nutrient_Deficiency
60.5,4619,18.4,70.2,6.26,0,Healthy
38.5,2987,39.6,35.8,6.8,3,Heat_Stress
12.9,3406,17.6,36.2,6.58,1,Water_Stress
50.5,1969,37.0,22.3,6.38,3,Heat_Stress
35.7,6899,39.3,28.2,6.6,3,Heat_Stress
58.5,528,23.0,58.3,6.76,6,Light_Deficiency
95.6,563,25.5,92.2,6.45,2,Root_Rot_Risk
61.8,420,24.8,64.1,5.72,6,Light_Deficiency
45.7,1880,24.1,73.9,4.6,5,Nutrient_Deficiency
64.3,1175,23.6,89.7,6.57,4,Fungal_Risk
62.3,1072,22.7,88.0,6.33,4,Fungal_Risk
56.9,948,23.3,64.5,6.65,6,Light_Deficiency
93.1,1817,24.3,90.7,5.99,2,Root_Rot_Risk
66.4,2297,26.2,67.4,4.86,5,Nutrient_Deficiency
91.3,783,24.8,90.0,6.84,2,Root_Rot_Risk
95.8,1693,20.8,84.8,6.55,2,Root_Rot_Risk
59.3,4092,21.8,50.8,5.29,5,Nutrient_Deficiency
71.6,394,22.4,90.3,6.18,4,Fungal_Risk
64.6,3455,24.3,62.0,6.02,0,Healthy
60.6,3950,22.3,60.0,6.46,0,Healthy
68.0,4281,20.3,62.8,6.45,0,Healthy
40.2,5224,31.8,30.5,5.88,3,Heat_Stress
89.3,804,21.2,88.6,6.55,2,Root_Rot_Risk
66.0,1014,18.1,89.0,6.72,4,Fungal_Risk
73.5,1209,24.7,87.7,5.8,4,Fungal_Risk
24.0,4996,21.4,33.8,5.96,1,Water_Stress
40.5,6833,33.8,21.7,6.28,3,Heat_Stress
37.3,3405,37.0,32.7,6.37,3,Heat_Stress
67.1,1421,24.0,88.8,6.57,4,Fungal_Risk
43.1,7150,40.8,28.2,6.32,3,Heat_Stress
33.2,6578,35.6,24.8,6.24,3,Heat_Stress
62.3,529,23.0,68.7,6.23,6,Light_Deficiency
79.7,701,20.1,94.1,6.4,4,Fungal_Risk
48.7,2404,20.7,49.1,5.43,5,Nutrient_Deficiency
54.0,245,15.8,64.0,6.38,6,Light_Deficiency
67.7,461,19.9,74.7,6.16,6,Light_Deficiency
68.3,1339,24.8,90.2,6.04,4,Fungal_Risk
62.4,4333,25.4,78.3,6.6,0,Healthy
68.1,3761,19.8,72.8,6.59,0,Healthy
42.6,4770,38.4,27.7,6.62,3,Heat_Stress
69.7,4800,19.9,61.7,6.58,0,Healthy
88.3,1900,24.5,79.8,6.35,2,Root_Rot_Risk
92.5,886,24.3,89.8,6.55,2,Root_Rot_Risk
68.7,4848,24.0,74.8,6.74,0,Healthy
63.1,4547,18.9,74.9,6.65,0,Healthy
38.5,6131,35.8,34.2,6.76,3,Heat_Stress
62.4,3066,25.8,68.4,4.93,5,Nutrient_Deficiency
62.0,3175,20.5,78.1,6.77,0,Healthy
37.4,4460,35.2,38.6,6.24,3,Heat_Stress
75.0,882,20.3,86.9,6.76,4,Fungal_Risk
45.7,3653,35.9,32.3,6.14,3,Heat_Stress
30.0,5623,33.0,38.6,6.41,3,Heat_Stress
62.9,1437,21.3,69.5,4.96,5,Nutrient_Deficiency
64.9,362,23.6,88.8,6.5,4,Fungal_Risk
70.2,2310,20.8,58.5,5.1,5,Nutrient_Deficiency
61.4,4582,21.6,79.2,6.26,0,Healthy
66.6,3540,19.1,73.4,6.19,0,Healthy
68.1,739,19.2,64.6,6.67,6,Light_Deficiency
69.4,4117,23.6,65.4,6.6,0,Healthy
86.3,891,20.5,86.3,6.68,2,Root_Rot_Risk
30.3,2518,33.0,32.5,6.67,3,Heat_Stress
62.7,134,25.2,67.7,6.05,6,Light_Deficiency
52.8,735,14.9,73.4,5.91,6,Light_Deficiency
63.2,4502,24.6,67.7,6.71,0,Healthy
53.8,558,20.6,67.1,6.28,6,Light_Deficiency
62.0,4068,18.9,59.6,6.44,0,Healthy
18.6,4687,24.1,30.9,6.91,1,Water_Stress
62.4,763,19.4,74.6,6.74,6,Light_Deficiency
68.5,464,19.0,86.1,6.12,4,Fungal_Risk
61.4,1189,21.4,97.0,6.44,4,Fungal_Risk
41.3,2363,37.7,39.9,5.82,3,Heat_Stress
66.6,4867,20.8,66.8,6.44,0,Healthy
66.9,448,23.2,97.0,6.2,4,Fungal_Risk
76.7,1037,18.7,90.5,6.16,4,Fungal_Risk
52.1,5795,40.8,18.9,5.85,3,Heat_Stress
69.0,4424,23.5,63.6,6.39,0,Healthy
19.4,3327,27.5,30.6,5.93,1,Water_Stress
51.7,581,24.6,70.8,6.15,6,Light_Deficiency
67.2,793,22.3,63.6,5.92,6,Light_Deficiency
10.5,5694,31.6,37.7,6.62,1,Water_Stress
42.6,4043,32.9,21.1,6.53,3,Heat_Stress
40.4,1871,35.9,26.9,6.36,3,Heat_Stress
55.1,2596,33.9,30.6,6.19,3,Heat_Stress
65.8,4671,26.2,73.1,6.51,0,Healthy
63.0,4120,22.0,59.0,6.37,0,Healthy
63.4,559,15.1,63.4,6.08,6,Light_Deficiency
16.9,3977,30.8,40.1,6.54,1,Water_Stress
100.0,1239,23.2,83.8,6.95,2,Root_Rot_Risk
59.7,1074,21.7,97.9,5.91,4,Fungal_Risk
61.0,331,21.2,96.6,5.84,4,Fungal_Risk
95.6,1401,19.7,80.9,6.76,2,Root_Rot_Risk
12.9,3590,26.2,32.6,6.26,1,Water_Stress
59.6,2297,24.5,62.6,4.68,5,Nutrient_Deficiency
53.2,2314,20.4,68.0,5.31,5,Nutrient_Deficiency
69.6,879,24.4,74.3,6.27,6,Light_Deficiency
74.9,653,21.6,95.2,5.77,4,Fungal_Risk
42.0,7319,33.7,40.1,6.06,3,Heat_Stress
20.6,3946,32.8,28.5,5.88,1,Water_Stress
67.1,1431,23.0,85.1,6.72,4,Fungal_Risk
71.7,865,21.3,99.8,5.99,4,Fungal_Risk
14.6,5800,27.9,51.4,6.73,1,Water_Stress
63.2,3562,21.9,67.6,6.08,0,Healthy
92.8,1742,22.6,91.7,5.68,2,Root_Rot_Risk
56.6,189,22.7,67.3,6.39,6,Light_Deficiency
100.0,1654,21.0,93.5,6.91,2,Root_Rot_Risk
57.7,858,14.9,53.7,6.77,6,Light_Deficiency
60.3,3689,24.2,69.5,6.24,0,Healthy
33.6,2497,37.2,23.3,6.71,3,Heat_Stress
56.5,5639,40.8,24.6,6.15,3,Heat_Stress
34.2,3369,28.6,35.8,5.84,1,Water_Stress
14.2,2883,19.1,47.2,6.69,1,Water_Stress
65.6,1979,22.0,51.0,5.0,5,Nutrient_Deficiency
62.9,379,19.1,56.9,6.42,6,Light_Deficiency
62.2,603,21.6,60.8,6.54,6,Light_Deficiency
51.8,145,16.9,73.5,6.29,6,Light_Deficiency
63.0,3528,21.4,64.5,5.2,5,Nutrient_Deficiency
55.7,172,20.5,70.4,6.01,6,Light_Deficiency
15.9,2649,34.9,45.3,6.23,1,Water_Stress
52.7,2523,22.1,67.7,4.59,5,Nutrient_Deficiency
58.3,523,22.3,62.3,6.09,6,Light_Deficiency
22.7,3536,20.0,42.7,6.74,1,Water_Stress
41.3,2037,19.7,54.0,4.92,5,Nutrient_Deficiency
69.3,4107,18.7,70.5,6.15,0,Healthy
55.0,4869,40.0,22.4,5.95,3,Heat_Stress
59.2,2517,25.9,57.5,5.24,5,Nutrient_Deficiency
41.5,1788,25.2,54.9,4.6,5,Nutrient_Deficiency
64.2,1495,20.4,99.4,6.83,4,Fungal_Risk
38.5,5825,35.3,33.7,6.36,3,Heat_Stress
69.4,2984,24.0,59.8,5.37,5,Nutrient_Deficiency
54.7,2540,34.3,34.8,6.33,3,Heat_Stress
87.0,1683,24.4,93.0,6.32,2,Root_Rot_Risk
16.2,4206,18.8,51.6,6.24,1,Water_Stress
85.6,1320,25.6,82.6,5.67,2,Root_Rot_Risk
51.5,538,15.9,61.3,5.88,6,Light_Deficiency
