moisture_pct,lux,temperature,humidity_pct,growth_stage,label,label_name
80.9,294,20.4,95.2,4,4,Fungal_Risk
35.0,2291,36.6,28.1,5,3,Heat_Stress
97.8,207,18.9,90.0,0,2,Root_Rot_Risk
61.3,66,22.4,74.0,3,6,Light_Deficiency
59.1,4727,21.9,64.0,2,0,Healthy
21.8,1673,30.7,60.0,3,1,Water_Stress
74.9,1657,21.5,67.8,0,0,Healthy
76.8,581,17.3,98.6,0,4,Fungal_Risk
92.7,969,22.9,92.8,2,2,Root_Rot_Risk
19.3,1159,29.0,34.7,3,1,Water_Stress
94.3,877,22.8,78.8,0,2,Root_Rot_Risk
57.4,4030,26.0,63.1,3,0,Healthy
74.2,468,20.7,99.3,1,4,Fungal_Risk
33.1,5454,35.7,30.2,0,3,Heat_Stress
40.8,5565,37.5,20.5,5,3,Heat_Stress
74.1,1253,19.1,89.7,3,4,Fungal_Risk
56.4,789,20.7,53.6,5,6,Light_Deficiency
49.5,4543,22.2,59.8,4,0,Healthy
67.3,4430,29.3,63.0,2,0,Healthy
62.5,2889,23.4,72.5,1,0,Healthy
65.3,2599,24.4,78.8,1,0,Healthy
60.9,4923,26.6,67.8,3,0,Healthy
66.4,1035,21.1,71.5,0,0,Healthy
56.3,1284,42.3,20.6,0,3,Heat_Stress
64.5,550,19.0,70.9,2,6,Light_Deficiency
56.1,5282,22.7,65.5,4,0,Healthy
33.8,1900,31.5,61.7,1,1,Water_Stress
21.2,1925,28.9,44.8,0,1,Water_Stress
60.1,1491,21.6,95.7,0,4,Fungal_Risk
64.8,4733,27.4,58.6,3,0,Healthy
59.4,5175,23.7,62.8,3,0,Healthy
91.4,3234,27.5,88.6,1,5,Over_Watering
97.3,1899,23.4,82.2,3,2,Root_Rot_Risk
9.2,2680,31.3,63.3,3,1,Water_Stress
60.1,4378,25.7,64.8,2,0,Healthy
61.8,3273,22.0,69.6,1,0,Healthy
14.8,2548,35.5,29.0,1,1,Water_Stress
69.6,793,17.6,51.0,0,6,Light_Deficiency
14.3,5444,18.8,46.5,3,1,Water_Stress
88.0,1535,21.9,94.0,4,2,Root_Rot_Risk
57.2,4699,23.4,64.1,3,0,Healthy
68.2,710,24.9,93.0,2,4,Fungal_Risk
68.2,448,14.9,62.0,3,6,Light_Deficiency
76.6,1642,22.8,70.0,0,0,Healthy
59.7,738,15.0,74.5,4,6,Light_Deficiency
26.2,858,29.3,33.4,2,1,Water_Stress
74.2,902,24.7,90.2,2,4,Fungal_Risk
99.5,1151,20.7,90.2,1,2,Root_Rot_Risk
90.8,3038,24.9,89.7,2,5,Over_Watering
78.0,722,24.7,85.1,1,4,Fungal_Risk
34.4,5902,34.2,49.1,1,1,Water_Stress
56.8,4911,21.1,60.9,4,0,Healthy
17.3,1307,25.9,27.4,1,1,Water_Stress
34.5,3925,34.8,68.9,4,1,Water_Stress
30.6,2310,19.1,29.2,5,1,Water_Stress
70.4,652,17.2,89.7,0,4,Fungal_Risk
66.6,5754,23.8,70.1,3,0,Healthy
89.8,602,19.5,93.0,4,2,Root_Rot_Risk
54.5,4266,23.0,61.0,2,0,Healthy
54.1,865,22.3,60.4,2,6,Light_Deficiency
62.7,652,25.2,96.9,4,4,Fungal_Risk
25.5,2385,32.4,66.5,5,1,Water_Stress
75.3,291,22.1,87.5,1,4,Fungal_Risk
74.6,1827,22.5,66.8,0,0,Healthy
60.1,5034,23.5,62.4,3,0,Healthy
68.8,545,18.6,92.3,4,4,Fungal_Risk
23.6,6099,21.5,52.0,0,1,Water_Stress
68.6,5008,22.9,65.5,3,0,Healthy
94.9,3385,19.2,79.9,2,5,Over_Watering
73.1,2069,19.5,78.2,0,0,Healthy
45.1,179,22.7,56.5,5,6,Light_Deficiency
47.6,6175,42.2,35.1,1,3,Heat_Stress
73.9,499,21.3,76.1,1,6,Light_Deficiency
81.7,585,17.1,86.4,4,4,Fungal_Risk
89.3,1341,26.6,98.0,2,2,Root_Rot_Risk
42.3,4230,37.7,27.3,1,3,Heat_Stress
93.2,4660,23.1,88.1,2,5,Over_Watering
68.5,959,17.9,85.2,4,4,Fungal_Risk
48.8,4530,18.9,63.1,4,0,Healthy
11.0,4557,30.6,32.2,5,1,Water_Stress
64.6,3108,25.3,83.2,1,0,Healthy
73.4,943,17.1,99.1,3,4,Fungal_Risk
14.7,2509,33.0,41.4,3,1,Water_Stress
50.2,2971,21.5,74.4,1,0,Healthy
21.8,3895,20.1,71.7,0,1,Water_Stress
67.5,254,24.4,74.9,0,6,Light_Deficiency
9.8,3961,19.1,64.2,1,1,Water_Stress
89.9,3959,25.6,61.3,0,5,Over_Watering
71.6,1426,26.3,64.0,0,0,Healthy
9.5,5054,36.2,49.3,5,1,Water_Stress
69.2,1018,22.9,82.8,0,0,Healthy
68.4,177,22.8,61.3,2,6,Light_Deficiency
87.6,2067,21.5,58.0,2,5,Over_Watering
56.2,4975,24.2,64.3,5,0,Healthy
77.4,1009,18.0,96.3,4,4,Fungal_Risk
94.4,4838,18.4,87.5,1,5,Over_Watering
70.2,3574,20.8,66.2,1,0,Healthy
46.7,888,18.7,61.2,4,6,Light_Deficiency
54.5,4495,25.4,56.3,4,0,Healthy
45.6,552,21.3,72.9,4,6,Light_Deficiency
10.8,1128,34.9,30.5,5,1,Water_Stress
92.1,2495,19.8,86.3,0,5,Over_Watering
56.9,870,17.5,69.8,4,6,Light_Deficiency
12.5,1862,19.1,37.5,3,1,Water_Stress
99.2,800,20.0,96.7,0,2,Root_Rot_Risk
31.2,2179,32.5,31.7,2,3,Heat_Stress
37.7,3477,33.0,45.8,2,1,Water_Stress
86.9,602,24.1,61.1,0,5,Over_Watering
87.5,1924,26.5,92.9,2,2,Root_Rot_Risk
96.2,4407,22.2,57.8,2,5,Over_Watering
40.7,6432,33.0,18.5,0,3,Heat_Stress
20.7,5581,19.9,72.0,1,1,Water_Stress
32.1,1121,37.6,63.9,5,1,Water_Stress
80.6,1023,20.5,99.6,1,4,Fungal_Risk
46.1,74,21.0,61.0,2,6,Light_Deficiency
65.8,165,19.3,93.2,3,4,Fungal_Risk
74.2,841,18.5,88.5,0,4,Fungal_Risk
66.4,5187,25.2,63.3,3,0,Healthy
32.7,1724,30.1,65.0,4,1,Water_Stress
98.2,1510,17.2,66.0,2,5,Over_Watering
61.0,1435,17.9,90.7,3,4,Fungal_Risk
88.9,1616,23.3,82.3,0,2,Root_Rot_Risk
48.0,603,17.4,59.2,3,6,Light_Deficiency
69.5,1223,19.2,99.1,4,4,Fungal_Risk
99.6,907,25.4,78.8,2,2,Root_Rot_Risk
66.5,713,24.9,86.5,0,4,Fungal_Risk
74.3,760,20.6,50.8,4,6,Light_Deficiency
70.7,937,21.3,95.0,0,4,Fungal_Risk
71.9,162,22.6,86.0,1,4,Fungal_Risk
62.1,3389,25.0,75.1,1,0,Healthy
80.2,983,21.9,91.4,4,4,Fungal_Risk
90.7,1158,20.9,63.7,2,5,Over_Watering
66.5,3637,25.2,65.6,1,0,Healthy
18.6,5785,32.4,49.3,3,1,Water_Stress
69.7,1589,19.5,69.0,0,0,Healthy
37.9,1049,41.7,32.1,4,3,Heat_Stress
92.8,694,22.7,80.8,3,2,Root_Rot_Risk
96.3,2003,26.2,59.6,0,5,Over_Watering
76.5,331,23.3,99.1,2,4,Fungal_Risk
91.6,3988,24.5,65.8,0,5,Over_Watering
64.7,4253,22.3,64.9,2,0,Healthy
60.3,492,14.1,53.2,3,6,Light_Deficiency
56.0,4405,25.1,67.6,2,0,Healthy
70.1,811,16.2,52.7,4,6,Light_Deficiency
43.8,3136,41.3,25.7,2,3,Heat_Stress
46.0,86,17.6,48.7,5,6,Light_Deficiency
96.2,1860,26.4,80.7,4,2,Root_Rot_Risk
52.3,433,23.5,51.9,5,6,Light_Deficiency
40.0,3443,34.0,37.8,4,3,Heat_Stress
26.1,1832,36.1,25.5,0,3,Heat_Stress
79.7,584,18.3,88.6,1,4,Fungal_Risk
55.8,3706,41.5,18.4,0,3,Heat_Stress
40.0,3502,17.1,57.5,5,0,Healthy
22.5,801,37.3,58.1,4,1,Water_Stress
15.7,3653,30.3,71.8,1,1,Water_Stress
73.4,606,19.9,100.0,0,4,Fungal_Risk
93.4,651,20.4,90.4,1,2,Root_Rot_Risk
54.3,3395,22.4,71.3,5,0,Healthy
56.3,4262,23.4,71.7,4,0,Healthy
55.4,3022,22.9,59.9,1,0,Healthy
72.2,555,21.1,87.7,3,4,Fungal_Risk
17.7,6269,28.6,32.3,0,1,Water_Stress
48.9,4669,22.4,60.7,4,0,Healthy
41.5,4236,30.3,73.9,0,1,Water_Stress
64.7,71,21.2,74.5,4,6,Light_Deficiency
86.5,712,20.9,79.2,0,2,Root_Rot_Risk
36.3,3975,42.1,26.1,2,3,Heat_Stress
44.7,1110,35.9,27.0,5,3,Heat_Stress
99.1,3557,27.4,89.0,1,5,Over_Watering
32.4,1089,34.8,32.2,0,3,Heat_Stress
85.2,1441,18.6,88.8,4,2,Root_Rot_Risk
12.3,2042,28.6,55.5,3,1,Water_Stress
62.7,1268,19.0,92.3,0,4,Fungal_Risk
57.8,2018,40.6,26.8,5,3,Heat_Stress
65.6,2795,21.2,69.7,1,0,Healthy
18.2,4085,37.1,27.8,3,1,Water_Stress
78.8,990,22.2,96.5,2,4,Fungal_Risk
89.6,2872,24.0,78.7,0,5,Over_Watering
54.5,3541,40.8,27.0,1,3,Heat_Stress
59.8,3092,21.7,72.1,1,0,Healthy
76.2,1530,19.6,74.6,0,0,Healthy
51.2,4680,23.1,63.8,3,0,Healthy
65.9,4590,23.3,50.0,3,0,Healthy
73.2,1228,25.4,95.6,1,4,Fungal_Risk
98.0,4499,25.9,55.0,2,5,Over_Watering
58.0,4709,23.8,63.2,3,0,Healthy
36.7,3963,33.3,27.7,2,1,Water_Stress
68.0,4669,25.1,54.7,3,0,Healthy
64.6,4187,27.8,69.2,2,0,Healthy
61.0,2684,21.1,66.9,1,0,Healthy
91.6,599,26.2,95.8,1,2,Root_Rot_Risk
59.4,850,21.7,53.5,4,6,Light_Deficiency
48.4,3145,23.5,62.2,5,0,Healthy
49.5,553,16.5,63.6,1,6,Light_Deficiency
25.3,4376,22.2,47.6,5,1,Water_Stress
37.4,3449,38.3,39.0,0,3,Heat_Stress
77.5,1454,22.4,93.4,3,4,Fungal_Risk
34.3,2288,36.4,21.4,2,3,Heat_Stress
98.3,4961,19.4,64.1,0,5,Over_Watering
80.7,337,25.3,95.5,3,4,Fungal_Risk
31.4,2540,25.2,61.4,0,1,Water_Stress
91.0,329,17.0,69.2,1,5,Over_Watering
79.7,771,21.3,95.4,0,4,Fungal_Risk
89.8,3494,19.5,74.5,0,5,Over_Watering
92.3,1149,19.0,96.1,4,2,Root_Rot_Risk
49.0,646,19.4,59.7,1,6,Light_Deficiency
79.2,503,21.2,90.1,4,4,Fungal_Risk
57.9,2811,24.4,55.6,5,0,Healthy
65.0,1316,19.5,96.6,2,4,Fungal_Risk
58.0,1071,40.1,26.0,4,3,Heat_Stress
94.5,1554,19.5,88.9,4,2,Root_Rot_Risk
94.9,2310,26.2,84.1,1,5,Over_Watering
71.4,1736,20.8,81.2,0,0,Healthy
68.0,517,18.2,63.3,0,6,Light_Deficiency
55.0,3178,22.8,75.1,1,0,Healthy
91.7,1556,24.5,87.3,4,2,Root_Rot_Risk
28.5,4481,37.4,58.1,0,1,Water_Stress
36.7,5860,23.0,49.6,4,1,Water_Stress
23.9,4272,35.7,59.2,5,1,Water_Stress
58.5,3742,22.9,69.4,1,0,Healthy
54.1,2610,32.0,21.8,0,3,Heat_Stress
34.6,2053,30.1,52.3,4,1,Water_Stress
64.4,5094,23.9,69.6,2,0,Healthy
63.2,5250,21.8,64.8,2,0,Healthy
39.6,6755,32.9,22.1,1,3,Heat_Stress
97.3,2278,24.8,62.4,1,5,Over_Watering
62.8,5318,23.1,58.5,3,0,Healthy
56.1,109,18.0,70.0,2,6,Light_Deficiency
9.3,6452,29.3,45.0,1,1,Water_Stress
52.7,3691,36.0,41.6,4,3,Heat_Stress
65.5,2489,23.3,67.7,1,0,Healthy
91.8,1508,17.1,56.3,4,5,Over_Watering
53.7,4645,21.7,66.0,4,0,Healthy
64.2,288,23.9,61.4,2,6,Light_Deficiency
61.6,238,19.2,63.0,2,6,Light_Deficiency
57.6,5530,33.9,33.2,3,3,Heat_Stress
10.3,3971,29.5,26.7,4,1,Water_Stress
89.5,1917,24.2,74.5,1,5,Over_Watering
49.3,794,22.6,58.9,5,6,Light_Deficiency
16.0,2821,19.4,27.3,3,1,Water_Stress
50.0,112,16.4,74.4,2,6,Light_Deficiency
57.8,3630,22.8,64.4,2,0,Healthy
96.9,1158,20.0,80.9,2,2,Root_Rot_Risk
36.4,3951,41.6,21.9,2,3,Heat_Stress
39.8,4302,36.2,57.2,1,1,Water_Stress
69.7,1429,21.8,97.8,3,4,Fungal_Risk
10.7,4905,33.1,52.0,1,1,Water_Stress
50.7,4481,23.7,67.9,2,0,Healthy
24.1,1482,35.5,73.3,5,1,Water_Stress
22.2,6493,26.2,47.9,4,1,Water_Stress
87.6,3186,22.0,81.8,0,5,Over_Watering
60.3,4609,24.7,72.1,2,0,Healthy
36.8,1944,35.8,27.1,4,3,Heat_Stress
40.3,5873,26.4,26.2,0,1,Water_Stress
41.0,3333,34.7,26.2,0,3,Heat_Stress
38.6,2330,41.8,18.7,5,3,Heat_Stress
53.7,98,23.9,77.7,5,6,Light_Deficiency
96.6,949,19.5,93.8,2,2,Root_Rot_Risk
45.3,538,21.9,48.6,0,6,Light_Deficiency
87.6,2357,19.6,82.8,2,5,Over_Watering
79.0,451,18.8,95.9,0,4,Fungal_Risk
71.1,735,24.2,93.4,2,4,Fungal_Risk
65.5,414,14.6,46.2,3,6,Light_Deficiency
99.0,1366,17.8,83.4,1,2,Root_Rot_Risk
97.6,3508,23.3,59.7,0,5,Over_Watering
98.7,332,26.0,92.2,4,2,Root_Rot_Risk
98.3,428,22.7,89.6,1,2,Root_Rot_Risk
96.4,2674,24.3,61.3,0,5,Over_Watering
78.4,768,23.9,85.8,3,4,Fungal_Risk
63.4,4986,23.1,64.5,3,0,Healthy
76.7,1583,21.6,66.7,0,0,Healthy
75.4,1564,23.1,75.2,0,0,Healthy
44.8,6660,41.2,18.6,3,3,Heat_Stress
95.1,1888,21.6,79.2,4,2,Root_Rot_Risk
79.9,481,23.8,90.8,3,4,Fungal_Risk
73.3,890,24.9,95.1,3,4,Fungal_Risk
39.2,2446,21.5,57.4,1,1,Water_Stress
55.6,2538,40.5,22.6,4,3,Heat_Stress
43.6,1754,41.1,35.3,5,3,Heat_Stress
70.8,197,21.3,90.6,1,4,Fungal_Risk
40.9,6627,38.6,32.7,3,3,Heat_Stress
31.3,1701,34.0,35.8,1,3,Heat_Stress
57.6,318,22.7,69.1,0,6,Light_Deficiency
81.8,420,21.3,91.0,3,4,Fungal_Risk
87.1,4945,20.7,73.0,0,5,Over_Watering
55.6,470,25.3,74.9,1,6,Light_Deficiency
57.8,373,16.5,67.1,1,6,Light_Deficiency
80.6,450,20.7,97.9,2,4,Fungal_Risk
55.9,3532,19.9,64.9,1,0,Healthy
69.9,4651,23.8,56.1,2,0,Healthy
43.4,6842,39.5,26.1,0,3,Heat_Stress
67.5,4471,30.0,63.7,2,0,Healthy
98.6,1906,21.5,88.7,2,2,Root_Rot_Risk
87.6,1148,21.5,99.9,3,2,Root_Rot_Risk
53.3,4745,24.0,70.0,4,0,Healthy
57.1,4885,23.5,65.9,4,0,Healthy
53.9,3998,36.2,27.6,0,3,Heat_Stress
96.5,4365,24.4,66.0,2,5,Over_Watering
67.6,1208,22.4,65.4,0,0,Healthy
46.1,3331,40.4,38.0,2,3,Heat_Stress
62.2,1079,17.1,94.4,4,4,Fungal_Risk
29.4,3691,34.0,26.3,1,3,Heat_Stress
40.3,6879,41.4,25.9,3,3,Heat_Stress
90.4,1641,21.4,88.7,1,5,Over_Watering
62.2,277,21.9,95.6,0,4,Fungal_Risk
93.2,354,25.7,70.0,0,5,Over_Watering
64.1,5121,22.8,58.5,3,0,Healthy
72.0,1129,15.5,82.9,0,0,Healthy
59.1,395,21.3,58.6,2,6,Light_Deficiency
64.1,3802,24.2,63.1,1,0,Healthy
88.1,946,26.4,93.5,4,2,Root_Rot_Risk
39.3,5149,34.8,34.6,2,3,Heat_Stress
51.8,746,18.1,75.6,4,6,Light_Deficiency
49.8,658,24.9,56.4,3,6,Light_Deficiency
69.0,2316,20.6,66.4,0,0,Healthy
49.3,721,25.2,62.0,1,6,Light_Deficiency
62.3,4804,21.9,70.2,3,0,Healthy
17.1,2299,23.0,73.6,3,1,Water_Stress
59.1,356,18.4,48.9,4,6,Light_Deficiency
77.8,445,23.1,97.8,4,4,Fungal_Risk
79.1,997,24.2,97.0,1,4,Fungal_Risk
41.4,1187,38.7,30.2,0,3,Heat_Stress
61.1,2884,23.5,64.2,1,0,Healthy
77.3,490,20.7,92.1,1,4,Fungal_Risk
72.6,201,22.5,95.2,0,4,Fungal_Risk
26.4,5128,37.9,18.7,5,3,Heat_Stress
70.0,3206,24.3,71.5,1,0,Healthy
25.1,5965,29.9,27.0,3,1,Water_Stress
73.8,808,18.9,77.9,0,6,Light_Deficiency
68.3,520,14.3,48.4,3,6,Light_Deficiency
20.0,2165,25.0,40.4,0,1,Water_Stress
30.5,6670,37.2,30.1,1,3,Heat_Stress
55.8,1324,35.6,36.6,2,3,Heat_Stress
51.2,6475,37.6,20.8,4,3,Heat_Stress
55.0,3052,25.6,73.9,2,0,Healthy
61.5,2523,23.4,77.3,1,0,Healthy
73.8,237,20.3,51.3,1,6,Light_Deficiency
23.8,2492,30.4,44.8,1,1,Water_Stress
86.5,776,20.5,83.2,2,2,Root_Rot_Risk
67.2,734,25.1,98.3,1,4,Fungal_Risk
62.7,652,17.0,89.3,2,4,Fungal_Risk
96.2,242,23.0,89.3,3,2,Root_Rot_Risk
31.3,995,37.7,56.9,4,1,Water_Stress
92.7,1696,22.1,83.5,4,5,Over_Watering
96.7,3302,17.6,58.6,1,5,Over_Watering
68.2,975,17.8,52.3,0,6,Light_Deficiency
63.7,859,24.2,99.0,0,4,Fungal_Risk
32.1,5445,36.4,34.9,3,3,Heat_Stress
16.4,2245,30.2,63.9,4,1,Water_Stress
76.5,884,23.6,89.1,2,4,Fungal_Risk
68.7,476,18.8,85.7,0,4,Fungal_Risk
28.5,3563,24.8,52.5,0,1,Water_Stress
68.2,3279,24.2,72.9,1,0,Healthy
92.9,1293,21.5,98.6,1,2,Root_Rot_Risk
74.8,472,15.5,72.4,2,6,Light_Deficiency
92.0,682,22.8,94.4,1,2,Root_Rot_Risk
50.1,344,16.3,51.9,4,6,Light_Deficiency
73.5,1735,21.9,72.9,0,0,Healthy
45.9,6221,42.7,31.5,0,3,Heat_Stress
30.7,5698,39.7,34.3,5,3,Heat_Stress
26.9,1770,20.1,74.8,5,1,Water_Stress
23.5,3070,25.9,53.5,4,1,Water_Stress
92.1,2272,22.1,57.5,0,5,Over_Watering
56.2,688,24.6,70.7,1,6,Light_Deficiency
56.4,250,16.0,54.5,0,6,Light_Deficiency
63.0,781,20.1,45.1,0,6,Light_Deficiency
89.8,4433,21.4,83.4,0,5,Over_Watering
72.8,72,25.9,73.0,4,6,Light_Deficiency
21.3,1452,22.4,66.9,2,1,Water_Stress
91.5,701,22.1,71.9,1,5,Over_Watering
59.6,907,23.8,77.8,3,6,Light_Deficiency
13.4,3933,30.9,62.1,2,1,Water_Stress
87.2,4671,20.2,75.4,0,5,Over_Watering
61.2,4375,21.6,71.5,3,0,Healthy
26.7,1216,36.5,20.3,5,3,Heat_Stress
94.4,3891,21.3,77.4,0,5,Over_Watering
97.5,4339,22.7,80.6,2,5,Over_Watering
81.3,702,18.5,98.8,4,4,Fungal_Risk
43.6,2241,32.2,39.1,1,3,Heat_Stress
87.1,3734,18.5,59.3,2,5,Over_Watering
39.9,3766,42.6,40.6,3,3,Heat_Stress
92.5,1181,20.5,83.9,0,2,Root_Rot_Risk
16.7,1807,29.1,31.6,1,1,Water_Stress
97.6,801,17.9,84.3,1,2,Root_Rot_Risk
61.8,466,19.0,57.2,3,6,Light_Deficiency
51.3,899,18.2,47.1,0,6,Light_Deficiency
98.6,746,18.3,91.2,2,2,Root_Rot_Risk
42.3,4471,25.0,54.4,4,0,Healthy
77.5,314,21.8,93.3,1,4,Fungal_Risk
73.9,1235,23.7,77.3,0,0,Healthy
70.7,4673,26.9,71.0,2,0,Healthy
49.7,3973,25.8,66.0,2,0,Healthy
27.7,5353,37.8,18.5,4,3,Heat_Stress
47.2,5364,27.2,30.3,4,1,Water_Stress
91.8,1287,22.7,86.0,4,2,Root_Rot_Risk
54.0,3831,35.9,31.6,2,3,Heat_Stress
44.3,4553,28.0,61.4,4,0,Healthy
87.3,1055,25.4,94.2,2,2,Root_Rot_Risk
79.3,992,24.7,86.3,0,4,Fungal_Risk
15.4,4651,22.7,42.1,5,1,Water_Stress
59.9,6065,33.8,21.1,4,3,Heat_Stress
29.5,3043,24.1,53.0,3,1,Water_Stress
73.4,339,22.6,86.3,3,4,Fungal_Risk
90.3,1164,24.4,82.0,1,5,Over_Watering
97.0,4348,21.5,88.4,2,5,Over_Watering
85.8,1969,27.6,89.1,3,5,Over_Watering
72.5,564,23.8,78.2,0,6,Light_Deficiency
77.2,200,25.9,97.4,4,4,Fungal_Risk
61.1,922,24.1,99.7,4,4,Fungal_Risk
90.0,1733,19.4,97.4,2,2,Root_Rot_Risk
89.9,1245,17.2,79.4,0,5,Over_Watering
66.2,178,18.3,75.3,0,6,Light_Deficiency
23.5,6429,22.5,65.6,4,1,Water_Stress
47.5,665,19.5,75.7,5,6,Light_Deficiency
43.3,4848,24.9,32.8,0,1,Water_Stress
44.3,6971,33.7,19.3,5,3,Heat_Stress
25.4,6269,29.3,30.0,3,1,Water_Stress
90.9,2465,24.3,80.3,2,5,Over_Watering
72.3,995,19.0,94.8,2,4,Fungal_Risk
25.4,2384,41.0,38.7,2,3,Heat_Stress
53.5,358,24.5,79.2,0,6,Light_Deficiency
91.0,654,27.8,80.7,0,5,Over_Watering
62.8,608,20.3,85.3,2,4,Fungal_Risk
51.2,4498,24.4,54.4,3,0,Healthy
32.9,4628,37.1,19.0,5,3,Heat_Stress
73.3,857,22.3,86.5,1,4,Fungal_Risk
98.5,1629,21.9,89.0,0,2,Root_Rot_Risk
40.0,6686,38.3,38.7,2,3,Heat_Stress
96.9,2232,25.4,76.1,0,5,Over_Watering
21.4,741,35.0,47.6,1,1,Water_Stress
70.6,3244,23.8,64.2,1,0,Healthy
67.8,184,25.5,58.2,3,6,Light_Deficiency
