moisture_pct,lux,temperature,humidity_pct,diagnosis
59.63,605.9,15.19,56.37,Light_Deficiency
18.4,2405.31,21.06,46.26,Water_Stress
96.28,977.47,22.36,85.13,Root_Rot_Risk
46.62,5153.38,38.33,32.67,Heat_Stress
69.07,1058.47,21.06,94.43,Fungal_Risk
59.95,263.13,18.49,66.95,Light_Deficiency
89.49,856.85,21.0,87.97,Root_Rot_Risk
66.95,3670.39,22.16,66.02,Healthy
20.1,2426.32,23.12,38.58,Water_Stress
63.2,4161.47,21.58,69.07,Healthy
36.84,6380.48,35.68,31.62,Heat_Stress
57.48,701.01,17.42,45.01,Light_Deficiency
16.84,2306.69,27.25,33.4,Water_Stress
53.95,623.06,17.81,63.87,Light_Deficiency
64.23,4382.4,26.57,69.04,Healthy
42.63,3217.02,36.91,36.6,Heat_Stress
71.08,1177.52,24.01,92.79,Fungal_Risk
70.14,793.72,23.3,86.3,Fungal_Risk
91.26,1524.05,23.94,86.55,Root_Rot_Risk
42.8,3067.21,19.8,53.06,Nutrient_Deficiency
39.36,3975.32,35.81,32.69,Heat_Stress
61.29,848.17,24.51,73.52,Light_Deficiency
28.85,5015.27,23.38,86.41,Water_Stress
39.28,4836.74,34.97,26.3,Heat_Stress
67.3,3223.2,21.35,72.1,Healthy
97.21,638.3,19.86,84.44,Root_Rot_Risk
66.27,4907.09,19.93,71.05,Healthy
61.52,935.14,19.24,58.58,Light_Deficiency
50.87,3502.95,38.33,25.77,Heat_Stress
23.68,4718.82,30.55,72.07,Water_Stress
92.71,1226.75,22.4,90.34,Root_Rot_Risk
61.59,112.51,17.34,73.29,Light_Deficiency
72.03,1254.8,22.5,95.38,Fungal_Risk
92.27,1275.12,24.42,80.66,Root_Rot_Risk
31.36,3835.62,18.32,57.28,Water_Stress
66.97,3649.86,24.83,70.44,Healthy
18.35,2967.8,27.62,67.54,Water_Stress
93.29,545.09,25.58,92.72,Root_Rot_Risk
34.55,3586.3,38.29,25.48,Heat_Stress
30.9,3116.29,34.27,37.08,Heat_Stress
94.2,1286.31,20.76,85.68,Root_Rot_Risk
62.02,4854.75,23.27,68.7,Healthy
45.33,3294.97,33.02,30.47,Heat_Stress
61.78,2472.93,23.75,71.18,Nutrient_Deficiency
18.51,2842.02,21.56,59.91,Water_Stress
49.87,1694.18,22.82,68.18,Nutrient_Deficiency
66.36,234.95,20.06,68.22,Light_Deficiency
65.57,563.29,21.21,84.3,Light_Deficiency
62.28,4400.58,21.98,68.48,Healthy
46.61,2825.45,24.5,74.49,Nutrient_Deficiency
11.65,3727.36,29.19,46.11,Water_Stress
61.41,1255.84,23.13,93.32,Fungal_Risk
69.0,1116.24,22.15,97.12,Fungal_Risk
46.97,2217.3,23.43,59.48,Nutrient_Deficiency
95.05,885.05,25.42,90.48,Root_Rot_Risk
61.37,469.55,22.22,53.79,Light_Deficiency
69.08,4528.63,24.2,71.06,Healthy
52.59,474.14,24.31,65.06,Light_Deficiency
49.49,3652.35,19.16,74.08,Nutrient_Deficiency
50.82,3354.7,18.04,66.78,Nutrient_Deficiency
70.88,804.87,24.0,89.91,Fungal_Risk
91.0,786.18,22.7,92.82,Root_Rot_Risk
58.15,1804.9,24.63,75.08,Nutrient_Deficiency
67.03,583.35,18.33,89.1,Fungal_Risk
77.8,970.65,20.78,88.32,Fungal_Risk
33.28,3224.6,36.23,37.19,Heat_Stress
37.0,1303.65,37.62,22.05,Heat_Stress
64.58,3861.04,21.97,63.89,Nutrient_Deficiency
49.15,2456.87,19.16,68.15,Nutrient_Deficiency
56.62,877.51,23.64,57.07,Light_Deficiency
57.34,671.53,23.89,70.46,Light_Deficiency
60.97,4153.26,20.81,69.47,Healthy
24.83,1808.47,29.35,49.22,Water_Stress
47.14,2271.28,22.56,71.88,Nutrient_Deficiency
93.15,896.33,21.44,83.0,Root_Rot_Risk
68.0,3617.55,20.98,70.48,Healthy
27.68,4018.67,29.75,75.23,Water_Stress
64.77,798.5,23.09,88.11,Fungal_Risk
75.32,1305.87,21.98,91.19,Fungal_Risk
58.79,388.13,22.49,58.09,Light_Deficiency
43.76,4686.22,35.63,29.53,Heat_Stress
46.55,3719.43,38.0,29.41,Heat_Stress
18.11,3519.76,20.45,24.88,Water_Stress
67.91,746.5,24.26,87.37,Fungal_Risk
62.99,352.32,22.83,63.65,Light_Deficiency
71.38,1227.84,19.85,93.39,Fungal_Risk
60.61,3925.63,22.86,69.6,Healthy
39.44,2233.62,35.3,34.0,Heat_Stress
60.97,759.67,20.22,60.92,Light_Deficiency
58.57,549.33,24.05,64.47,Light_Deficiency
95.3,1178.85,18.64,84.71,Root_Rot_Risk
22.8,3629.85,22.05,51.82,Water_Stress
38.35,4855.86,39.68,33.25,Heat_Stress
65.83,1249.6,19.32,93.32,Fungal_Risk
23.25,6215.65,18.09,50.24,Water_Stress
61.35,3982.89,24.72,62.47,Healthy
64.56,4159.8,21.52,66.16,Healthy
64.09,4386.06,22.13,63.97,Healthy
91.96,1738.52,24.09,85.99,Root_Rot_Risk
63.26,800.57,18.52,74.31,Light_Deficiency
34.96,2380.79,33.02,23.88,Heat_Stress
67.12,1484.84,21.25,95.01,Fungal_Risk
52.75,635.68,18.14,76.71,Light_Deficiency
67.92,3835.85,20.93,66.87,Healthy
47.16,1704.87,23.79,67.49,Nutrient_Deficiency
67.54,4204.8,20.15,74.73,Healthy
24.67,2320.36,27.75,79.43,Water_Stress
14.92,5536.81,19.79,48.61,Water_Stress
63.55,4472.64,22.91,69.46,Healthy
94.95,1420.85,21.62,86.75,Root_Rot_Risk
46.2,4692.72,35.01,33.74,Heat_Stress
63.87,4018.08,21.39,67.71,Healthy
69.69,1391.66,20.93,87.96,Fungal_Risk
10.68,2505.3,20.81,56.52,Water_Stress
48.47,5724.62,36.08,37.58,Heat_Stress
65.3,4023.11,24.43,72.03,Healthy
69.94,1257.2,18.67,94.76,Fungal_Risk
62.49,4187.68,24.83,68.48,Healthy
47.68,1351.46,23.01,59.3,Nutrient_Deficiency
13.68,2037.3,26.1,45.95,Water_Stress
74.69,1337.6,21.8,88.98,Fungal_Risk
42.09,6793.27,35.84,29.93,Heat_Stress
89.55,1838.8,20.95,84.47,Root_Rot_Risk
34.9,2628.62,34.47,21.86,Heat_Stress
43.32,7179.34,36.65,29.84,Heat_Stress
64.82,4743.7,18.02,64.62,Healthy
37.2,3630.36,37.0,37.22,Heat_Stress
91.26,1572.46,20.84,92.47,Root_Rot_Risk
60.7,420.6,22.42,68.07,Light_Deficiency
19.92,3194.75,23.68,67.99,Water_Stress
67.59,4198.11,19.44,64.5,Healthy
44.56,5038.25,40.62,29.24,Heat_Stress
40.45,1389.69,18.37,60.49,Nutrient_Deficiency
88.55,1236.22,19.69,85.02,Root_Rot_Risk
95.21,1556.21,19.13,89.72,Root_Rot_Risk
88.9,1681.1,22.18,87.26,Root_Rot_Risk
68.23,3348.49,21.03,70.65,Healthy
69.18,4530.1,20.39,68.63,Healthy
34.38,5917.53,33.47,38.05,Heat_Stress
92.67,916.56,22.71,92.72,Root_Rot_Risk
67.76,567.64,19.23,58.29,Light_Deficiency
52.08,1300.63,19.88,63.13,Nutrient_Deficiency
64.99,475.41,20.18,88.95,Fungal_Risk
65.15,4567.42,22.57,68.43,Healthy
43.03,2693.41,34.12,36.19,Heat_Stress
36.91,2795.27,40.3,23.29,Heat_Stress
59.48,1434.91,18.95,56.23,Nutrient_Deficiency
65.01,4232.88,22.98,64.21,Healthy
91.09,1139.87,19.85,87.66,Root_Rot_Risk
68.17,2099.51,24.83,70.61,Nutrient_Deficiency
60.55,1951.79,19.03,67.95,Nutrient_Deficiency
18.61,1805.5,20.58,67.7,Water_Stress
51.46,2287.76,21.73,66.43,Nutrient_Deficiency
44.55,2597.24,36.21,25.99,Heat_Stress
24.82,3017.01,24.6,44.17,Water_Stress
62.51,641.25,21.25,53.62,Light_Deficiency
68.08,3041.85,26.03,71.27,Healthy
16.37,1502.64,27.6,58.93,Water_Stress
98.45,994.63,18.97,88.95,Root_Rot_Risk
64.95,3581.51,23.8,75.61,Healthy
60.18,503.25,21.9,66.71,Light_Deficiency
25.62,3040.86,28.32,64.9,Water_Stress
41.44,3126.93,32.0,29.6,Heat_Stress
69.09,4104.26,22.73,78.52,Healthy
98.11,1688.0,20.58,92.96,Root_Rot_Risk
57.43,748.74,16.33,63.78,Light_Deficiency
43.91,4526.22,34.71,32.61,Heat_Stress
24.2,2991.37,32.26,64.11,Water_Stress
51.17,4428.96,34.58,31.13,Heat_Stress
24.2,4121.85,27.23,51.82,Water_Stress
28.2,2985.21,19.68,62.28,Water_Stress
64.62,4819.18,22.91,74.13,Healthy
65.78,3548.81,24.07,79.01,Healthy
88.69,928.42,23.27,84.42,Root_Rot_Risk
57.59,485.31,19.24,62.86,Light_Deficiency
62.25,2044.94,20.57,60.46,Nutrient_Deficiency
24.55,3836.38,28.77,55.88,Water_Stress
67.77,3928.43,19.65,75.25,Healthy
53.42,318.06,24.75,72.07,Light_Deficiency
69.48,1026.82,19.88,62.02,Nutrient_Deficiency
66.4,807.84,19.68,97.94,Fungal_Risk
47.17,1808.15,21.44,59.98,Nutrient_Deficiency
70.04,708.17,21.51,93.36,Fungal_Risk
66.03,3151.04,23.13,46.62,Nutrient_Deficiency
61.28,2439.66,21.88,57.28,Nutrient_Deficiency
58.16,488.81,21.65,63.86,Light_Deficiency
30.69,1762.11,21.4,41.0,Water_Stress
44.5,4856.79,38.35,26.68,Heat_Stress
62.87,4476.45,18.39,70.17,Healthy
63.69,4446.8,23.91,64.91,Healthy
66.18,1035.17,21.46,67.05,Nutrient_Deficiency
73.6,938.94,23.59,92.93,Fungal_Risk
11.71,1353.56,20.51,73.87,Water_Stress
42.98,3314.57,21.46,58.92,Nutrient_Deficiency
59.95,441.94,22.31,71.6,Light_Deficiency
49.7,2426.34,25.03,62.19,Nutrient_Deficiency
61.55,1619.74,20.42,54.07,Nutrient_Deficiency
64.37,729.49,19.17,94.4,Fungal_Risk
54.07,1696.22,22.85,71.5,Nutrient_Deficiency
32.84,5392.18,35.75,26.0,Heat_Stress
66.1,3682.24,19.93,74.9,Healthy
76.9,1018.38,19.82,90.79,Fungal_Risk
71.16,1434.77,23.52,90.57,Fungal_Risk
65.0,3725.66,22.09,67.84,Healthy
74.83,550.66,21.81,88.21,Fungal_Risk
66.47,986.19,22.56,92.0,Fungal_Risk
33.74,3645.31,36.46,35.21,Heat_Stress
36.65,2345.36,36.0,27.29,Heat_Stress
61.78,1145.6,19.1,67.4,Nutrient_Deficiency
62.5,533.39,19.51,54.77,Light_Deficiency
39.0,2982.47,36.64,27.69,Heat_Stress
87.24,1832.76,22.88,90.22,Root_Rot_Risk
64.08,4228.6,21.61,74.31,Healthy
62.96,4210.79,26.34,64.46,Healthy
64.87,369.64,17.88,54.28,Light_Deficiency
67.77,517.22,21.03,50.92,Light_Deficiency
70.57,670.63,21.5,92.15,Fungal_Risk
24.74,3947.51,24.37,33.89,Water_Stress
47.58,3013.18,34.23,28.79,Heat_Stress
22.32,1491.43,17.11,39.3,Water_Stress
66.54,3940.3,24.17,67.36,Healthy
93.3,1329.29,20.68,90.07,Root_Rot_Risk
64.69,393.25,19.99,73.92,Light_Deficiency
17.47,4748.03,21.33,53.79,Water_Stress
17.86,1917.69,23.87,26.22,Water_Stress
17.46,3635.36,25.46,59.34,Water_Stress
64.86,4699.08,23.4,71.55,Healthy
75.02,587.42,22.83,95.35,Fungal_Risk
51.89,4806.99,36.11,24.84,Heat_Stress
24.76,2299.61,22.58,53.44,Water_Stress
63.43,853.17,22.36,70.06,Light_Deficiency
10.51,2689.36,32.59,62.51,Water_Stress
71.49,1141.65,23.21,90.25,Fungal_Risk
17.69,3794.61,21.05,52.02,Water_Stress
91.5,817.85,22.8,90.22,Root_Rot_Risk
61.89,4529.29,18.66,69.6,Healthy
63.38,4853.69,20.98,62.36,Healthy
65.46,3741.87,19.18,69.24,Healthy
17.8,4884.49,24.09,36.5,Water_Stress
43.31,4097.95,37.36,29.49,Heat_Stress
60.86,301.53,22.37,75.72,Light_Deficiency
61.63,4629.82,23.09,70.69,Healthy
18.33,3435.41,21.34,66.47,Water_Stress
68.13,3443.39,23.42,62.43,Healthy
92.54,1377.62,20.01,86.15,Root_Rot_Risk
28.83,711.9,29.84,42.82,Water_Stress
62.97,559.16,18.7,71.34,Light_Deficiency
87.61,1629.66,21.29,91.22,Root_Rot_Risk
63.97,4478.3,26.63,75.46,Healthy
44.79,2260.47,34.29,27.47,Heat_Stress
59.89,2138.31,19.97,75.24,Nutrient_Deficiency
70.16,999.91,20.09,93.76,Fungal_Risk
53.88,2064.85,21.48,69.39,Nutrient_Deficiency
40.32,4139.22,35.04,28.54,Heat_Stress
57.61,2500.55,23.44,68.69,Nutrient_Deficiency
40.9,2075.23,19.82,63.94,Nutrient_Deficiency
70.83,358.13,23.42,91.32,Fungal_Risk
24.09,3246.43,21.19,59.2,Water_Stress
60.89,751.42,23.72,82.77,Light_Deficiency
63.6,2206.8,20.11,68.96,Nutrient_Deficiency
61.94,388.71,23.5,65.57,Light_Deficiency
27.81,3319.2,29.36,89.21,Water_Stress
63.95,982.87,22.34,89.42,Fungal_Risk
39.06,4316.92,34.75,27.92,Heat_Stress
64.25,378.46,21.76,88.05,Fungal_Risk
62.04,4674.45,20.57,72.46,Healthy
96.47,1279.14,19.45,92.85,Root_Rot_Risk
47.48,3221.22,35.62,28.46,Heat_Stress
52.36,901.51,18.24,60.28,Light_Deficiency
56.52,479.31,24.03,59.37,Light_Deficiency
60.72,3188.05,21.83,67.68,Healthy
43.64,6064.5,35.36,24.15,Heat_Stress
62.35,4572.45,23.46,73.6,Healthy
92.42,1528.15,23.32,92.88,Root_Rot_Risk
61.44,2462.03,19.91,57.57,Nutrient_Deficiency
22.8,2972.71,26.36,59.55,Water_Stress
21.57,1094.71,23.15,57.79,Water_Stress
66.88,643.66,22.8,93.18,Fungal_Risk
68.54,3688.75,25.74,77.85,Healthy
66.2,333.14,22.09,88.93,Fungal_Risk
24.41,4103.57,24.48,25.67,Water_Stress
68.86,3284.43,19.83,75.58,Nutrient_Deficiency
47.2,3415.27,34.76,33.73,Heat_Stress
63.32,3735.66,20.84,71.93,Healthy
16.71,4072.6,28.08,77.53,Water_Stress
58.82,1030.39,20.08,68.26,Nutrient_Deficiency
59.59,1820.22,24.17,68.58,Nutrient_Deficiency
58.47,354.54,17.61,62.28,Light_Deficiency
63.82,3263.31,23.28,75.68,Healthy
66.53,3886.28,22.7,66.58,Healthy
58.71,783.53,18.99,71.02,Light_Deficiency
52.18,1515.43,20.14,58.0,Nutrient_Deficiency
30.43,6287.48,41.53,29.96,Heat_Stress
47.65,2918.52,22.05,69.25,Nutrient_Deficiency
33.15,4136.54,33.37,63.34,Water_Stress
24.04,3260.76,34.85,44.19,Water_Stress
76.2,565.18,22.07,93.51,Fungal_Risk
44.24,3203.71,37.42,21.83,Heat_Stress
67.39,883.51,23.14,93.91,Fungal_Risk
35.35,4805.56,39.32,22.67,Heat_Stress
45.41,4787.39,39.37,34.38,Heat_Stress
96.49,1322.32,20.72,88.18,Root_Rot_Risk
66.61,294.69,21.7,52.16,Light_Deficiency
35.76,3956.27,39.22,23.59,Heat_Stress
87.82,968.85,25.42,83.45,Root_Rot_Risk
96.16,1244.92,25.25,91.43,Root_Rot_Risk
20.94,4471.67,20.19,53.43,Water_Stress
62.65,1051.76,19.46,94.76,Fungal_Risk
64.08,4867.05,20.73,68.96,Healthy
77.91,1032.78,21.86,94.92,Fungal_Risk
57.1,1978.77,20.41,77.89,Nutrient_Deficiency
23.8,1284.16,19.24,53.01,Water_Stress
89.72,1436.62,24.51,86.98,Root_Rot_Risk
21.6,2343.88,26.79,77.41,Water_Stress
57.85,102.24,21.79,67.05,Light_Deficiency
91.22,1119.07,21.25,85.38,Root_Rot_Risk
20.96,4882.63,29.7,35.21,Water_Stress
59.07,971.87,22.59,51.83,Light_Deficiency
50.07,1930.3,21.09,76.85,Nutrient_Deficiency
78.15,1015.99,21.15,92.29,Fungal_Risk
69.73,210.49,18.63,69.85,Light_Deficiency
35.7,2371.24,40.14,28.41,Heat_Stress
88.15,1074.49,23.91,89.57,Root_Rot_Risk
14.59,3949.76,17.67,55.29,Water_Stress
67.09,946.27,23.13,92.01,Fungal_Risk
37.09,4115.28,35.45,23.02,Heat_Stress
24.58,1471.84,24.44,56.22,Water_Stress
28.68,2806.26,22.88,63.23,Water_Stress
19.82,3648.13,23.59,62.47,Water_Stress
73.9,739.48,21.76,95.95,Fungal_Risk
65.24,1221.92,23.01,91.66,Fungal_Risk
44.75,3915.3,24.69,72.11,Nutrient_Deficiency
23.67,4670.59,21.68,78.98,Water_Stress
69.07,4884.26,23.65,78.85,Healthy
67.96,1359.11,22.11,92.17,Fungal_Risk
57.26,862.64,24.8,57.0,Light_Deficiency
31.6,4376.84,35.09,34.91,Heat_Stress
66.57,3012.6,23.73,66.54,Nutrient_Deficiency
21.12,2299.34,21.11,70.46,Water_Stress
65.79,335.7,19.73,62.03,Light_Deficiency
36.15,3203.83,33.61,30.83,Heat_Stress
47.81,6162.7,34.06,22.65,Heat_Stress
60.96,4451.69,22.95,76.13,Healthy
